filename,face_w,face_h,score,sharpness,recommended_det_set,hint
H190181.JPG,-,-,-,97.65,bad,no face detected
H250021_01_01.JPG,-,-,-,41.72,bad,no face detected
H25001100000_01_01.JPG,735,909,0.51,22.78,2048x2048,very low detection score; improve lighting; image blurry; stabilize camera
BISK415.png,-,-,-,60.0,bad,no face detected
H230155.JPG,-,-,-,99.35,bad,no face detected
H180022.JPG,-,-,-,27.54,bad,no face detected
H18009000000_01_01.JPG,-,-,-,27.03,bad,no face detected
H230106.JPG,-,-,-,56.55,bad,no face detected
BISK406.png,-,-,-,55.52,bad,no face detected
BISK425.png,-,-,-,124.14,bad,no face detected
H200051.JPG,-,-,-,70.53,bad,no face detected
H190181_01_01.JPG,-,-,-,27.45,bad,no face detected
H150065.JPG,-,-,-,204.35,bad,no face detected
H250123.JPG,-,-,-,62.46,bad,no face detected
H250023.JPG,-,-,-,33.71,bad,no face detected
H210014_01_01.JPG,704,890,0.713,45.77,2048x2048,low score; try frontal face & better lighting; image blurry; stabilize camera
H250043.JPG,-,-,-,122.92,bad,no face detected
H220312.JPG,-,-,-,135.41,bad,no face detected
H190099.JPG,-,-,-,44.16,bad,no face detected
H230226.jpg,-,-,-,25.99,bad,no face detected
H21024300000_01_01.JPG,-,-,-,16.9,bad,no face detected
H230103_01_01.JPG,589,756,0.819,110.8,2048x2048,acceptable score; frontal & higher res helps; sharp image
H200081_01_01.JPG,-,-,-,47.7,bad,no face detected
H250052_01_01.JPG,-,-,-,37.96,bad,no face detected
BISK336.png,-,-,-,108.17,bad,no face detected
H250050_01_01.JPG,-,-,-,65.44,bad,no face detected
H190112.JPG,-,-,-,81.96,bad,no face detected
H210146_01_01.JPG,-,-,-,64.56,bad,no face detected
H250122.jpg,-,-,-,152.91,bad,no face detected
H190126_01_01.JPG,696,895,0.676,18.62,2048x2048,low score; try frontal face & better lighting; image blurry; stabilize camera
H190101.JPG,-,-,-,62.84,bad,no face detected
BISK393.png,-,-,-,192.82,bad,no face detected
H230138_01_01.JPG,723,836,0.653,65.99,2048x2048,low score; try frontal face & better lighting; slightly soft image; avoid motion blur
BISK390.png,-,-,-,149.09,bad,no face detected
H25002900005_01_01.JPG,-,-,-,39.57,bad,no face detected
H19004500000_01_01.JPG,-,-,-,20.85,bad,no face detected
BISK420.png,-,-,-,233.37,bad,no face detected
Barza-2.png,-,-,-,35.14,bad,no face detected
H160022_01_01.JPG,682,836,0.81,76.73,2048x2048,acceptable score; frontal & higher res helps; slightly soft image; avoid motion blur
BISK023.png,-,-,-,285.98,bad,no face detected
H210063.JPG,-,-,-,39.25,bad,no face detected
H230101_01_01.JPG,-,-,-,32.34,bad,no face detected
H220010_01_01.JPG,-,-,-,34.74,bad,no face detected
H230121_01_01.JPG,-,-,-,27.78,bad,no face detected
H21006500000_01_01.JPG,-,-,-,27.66,bad,no face detected
H250080_01_01.JPG,562,730,0.854,41.87,2048x2048,good quality; image blurry; stabilize camera
H210007.JPG,-,-,-,83.93,bad,no face detected
H230227_01_01.JPG,-,-,-,31.44,bad,no face detected
H130287_01_01.JPG,-,-,-,81.34,bad,no face detected
H230047.JPG,-,-,-,200.98,bad,no face detected
H170110 01_01_01.jpg,-,-,-,152.8,bad,no face detected
H230108.JPG,-,-,-,61.32,bad,no face detected
BISK250.png,-,-,-,35.64,bad,no face detected
BISK280.png,-,-,-,1009.21,bad,no face detected
H230155_01_01.JPG,-,-,-,49.17,bad,no face detected
H210249.JPG,-,-,-,125.79,bad,no face detected
H220263.JPG,-,-,-,86.9,bad,no face detected
H160042_01_01.JPG,657,830,0.842,58.46,2048x2048,acceptable score; frontal & higher res helps; slightly soft image; avoid motion blur
H210160_01_01.JPG,-,-,-,13.41,bad,no face detected
H220247.JPG,-,-,-,183.72,bad,no face detected
H230214_01_01.JPG,-,-,-,110.73,bad,no face detected
BISK267.png,-,-,-,159.78,bad,no face detected
H210197.JPG,-,-,-,25.28,bad,no face detected
H210230_01_01.JPG,-,-,-,23.05,bad,no face detected
H230179.JPG,-,-,-,403.49,bad,no face detected
H250105.JPG,-,-,-,244.24,bad,no face detected
H220127.JPG,-,-,-,175.32,bad,no face detected
H180022_01_01.JPG,695,936,0.668,15.64,2048x2048,low score; try frontal face & better lighting; non-frontal or tilted face; image blurry; stabilize camera
H160011.JPG,-,-,-,32.92,bad,no face detected
H250066.JPG,-,-,-,293.71,bad,no face detected
H220122_01_01.JPG,644,838,0.808,61.1,2048x2048,acceptable score; frontal & higher res helps; slightly soft image; avoid motion blur
H220115_01_01.JPG,-,-,-,27.23,bad,no face detected
H250072.JPG,-,-,-,107.02,bad,no face detected
BISK387.png,-,-,-,228.76,bad,no face detected
H180077.JPG,-,-,-,9.31,bad,no face detected
H160055_01_01.JPG,701,924,0.528,25.29,2048x2048,very low detection score; improve lighting; image blurry; stabilize camera
H210085_01_01.JPG,682,825,0.821,36.43,2048x2048,acceptable score; frontal & higher res helps; image blurry; stabilize camera
H220095_01_01.JPG,725,789,0.724,31.98,2048x2048,low score; try frontal face & better lighting; image blurry; stabilize camera
H210094_01_01.JPG,681,910,0.777,51.05,2048x2048,acceptable score; frontal & higher res helps; non-frontal or tilted face; slightly soft image; avoid motion blur
BISK345.png,-,-,-,66.24,bad,no face detected
H230109.JPG,-,-,-,179.81,bad,no face detected
H20007700000_01_01.JPG,-,-,-,22.67,bad,no face detected
H200076_01_01.JPG,-,-,-,22.0,bad,no face detected
H250023_01_01.JPG,-,-,-,15.7,bad,no face detected
H250040_01_01.JPG,571,844,0.838,115.56,2048x2048,acceptable score; frontal & higher res helps; non-frontal or tilted face; sharp image
BISK424.png,-,-,-,71.45,bad,no face detected
H210147.JPG,-,-,-,188.67,bad,no face detected
H220054_01_01.JPG,-,-,-,55.55,bad,no face detected
H220236.JPG,-,-,-,284.79,bad,no face detected
H150072_01_01.JPG,714,898,0.677,43.91,2048x2048,low score; try frontal face & better lighting; image blurry; stabilize camera
H250079.JPG,-,-,-,91.43,bad,no face detected
H160156_01_01.JPG,-,-,-,27.74,bad,no face detected
H230091.JPG,-,-,-,133.92,bad,no face detected
H220217_01_01.JPG,-,-,-,155.74,bad,no face detected
H250044_01_01.JPG,707,897,0.632,43.35,2048x2048,low score; try frontal face & better lighting; image blurry; stabilize camera
H200070_01_01.JPG,642,828,0.73,19.65,2048x2048,low score; try frontal face & better lighting; image blurry; stabilize camera
H190008.JPG,-,-,-,81.9,bad,no face detected
H200070.JPG,-,-,-,57.33,bad,no face detected
H140190.JPG,-,-,-,93.94,bad,no face detected
H25006400000_01_01.JPG,-,-,-,74.76,bad,no face detected
H250105_01_01.JPG,-,-,-,72.84,bad,no face detected
